Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,2016,40.1992683410645,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,2015,40.0558395385742,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,2014,40.2468681335449,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,2013,39.4187316894531,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,2012,38.1638488769531,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,2011,37.0909805297852,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,2010,36.2369117736816,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,2009,35.1087112426758,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,2008,33.9545593261719,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,2007,32.3692283630371,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,2006,31.2193508148193,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,2005,29.7929096221924,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,2004,28.8377494812012,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,2003,27.660530090332,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,2002,27.1047096252441,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,2001,26.388650894165,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,2000,25.5470199584961,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1999,25.5468006134033,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1998,25.4558792114258,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1997,24.6384391784668,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1996,24.4057197570801,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1995,24.0745697021484,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1994,22.9938507080078,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1993,22.7113094329834,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1992,22.5165004730225,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1991,22.4400901794434,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1990,22.074499130249,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1989,21.6533393859863,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1988,21.7044696807861,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1987,21.4193096160889,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1986,21.0507202148438,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1985,20.8484592437744,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1984,20.1810092926025,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1983,19.6269702911377,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1982,19.0459403991699,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1981,18.3010406494141,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1980,17.7520809173584,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1979,17.0887107849121,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1978,16.6260509490967,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1977,16.2195301055908,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1976,15.8348703384399,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1975,15.4600896835327,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1974,15.0891895294189,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1973,14.9100303649902,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1972,14.7264204025269,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1971,14.5138702392578,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Eastern and Southern,AFE,1970,14.5365495681763,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,2019,43.0198402404785,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,2018,42.4660682678223,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,2017,41.4144515991211,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,2016,40.4157905578613,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,2015,41.6748199462891,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,2014,39.9973487854004,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,2013,43.8745803833008,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,2012,39.0129318237305,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,2011,36.721851348877,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,2010,35.1502494812012,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,2009,31.9946308135986,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,2008,29.1898708343506,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,2007,26.2797508239746,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,2006,26.274320602417,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,2005,26.1048393249512,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,2004,25.0388603210449,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,2003,23.3951301574707,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,2002,21.3771800994873,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,2001,20.9310302734375,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,2000,19.524169921875,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1999,18.9882106781006,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1998,18.4980792999268,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1997,18.3219890594482,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1996,18.1477794647217,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1995,17.9062995910645,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1994,17.7199802398682,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1993,17.5551605224609,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1992,17.3694591522217,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1991,17.1396808624268,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1990,16.8628406524658,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1989,16.7020092010498,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1988,17.4910507202148,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1987,17.8116493225098,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1986,17.1207809448242,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1985,15.929030418396,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1984,13.5809497833252,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1983,13.4675102233887,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1982,13.4921703338623,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1981,11.7275896072388,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1980,10.0545597076416,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1979,9.08296012878418,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1978,8.29248046875,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1977,7.31934022903442,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1976,6.92636013031006,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1975,6.61934995651245,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1974,6.33306980133057,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1973,6.15648984909058,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1972,5.65312004089355,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1971,5.2960901260376,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Africa Western and Central,AFW,1970,5.16344022750854,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,2020,70.7130126953125,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,2019,70.6423568725586,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,2018,70.0085220336914,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,2017,69.1978073120117,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,2016,68.7322311401367,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,2015,68.762451171875,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,2014,67.7779006958008,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,2013,67.1155319213867,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,2012,68.2847595214844,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,2011,67.3417510986328,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,2010,64.8992691040039,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,2009,63.8847007751465,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,2008,62.5016212463379,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,2007,62.2257881164551,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,2006,63.1675415039063,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,2005,63.222038269043,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,2004,62.959358215332,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,2003,61.2870216369629,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,2002,59.3038482666016,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,2001,57.8508186340332,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,2000,56.2478981018066,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1999,54.7099189758301,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1998,52.7144203186035,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1997,50.8007698059082,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1996,49.1920204162598,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1995,49.0606918334961,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1994,48.4196701049805,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1993,46.4523391723633,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1992,45.4827919006348,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1991,45.8558692932129,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1990,45.2508506774902,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1989,42.054759979248,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1988,41.0782508850098,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1987,40.2200698852539,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1986,38.8245582580566,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1985,36.8711013793945,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1984,35.211971282959,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1983,33.7577896118164,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1982,32.3557586669922,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1981,30.6839504241943,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1980,29.5775699615479,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1979,28.3942794799805,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1978,26.8796901702881,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1977,25.201789855957,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1976,23.3019199371338,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1975,21.6413307189941,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1974,20.5079002380371,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1973,19.5686206817627,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1972,18.6912307739258,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1971,18.2021999359131,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Arab World,ARB,1970,18.1143608093262,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,2020,89.9348526000977,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,2019,89.3052978515625,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,2018,88.8423919677734,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,2017,89.1731033325195,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,2016,89.6760635375977,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,2015,87.8086929321289,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,2014,89.0032806396484,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,2013,88.9652709960938,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,2012,93.2254028320313,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,2011,92.6984405517578,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,2010,92.2270431518555,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,2009,91.3137969970703,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,2008,91.9558868408203,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,2007,91.2824401855469,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,2006,90.8397598266602,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,2005,90.0752182006836,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,2004,90.2208023071289,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,2003,88.385871887207,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,2002,89.0049209594727,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,2001,88.1430206298828,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,2000,86.804313659668,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1999,85.1863784790039,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1998,83.8010711669922,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1997,82.2476272583008,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1996,80.2271194458008,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1995,77.9935989379883,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1994,75.9680480957031,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1993,73.9539566040039,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1992,74.9263610839844,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1991,74.7145919799805,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1990,73.6050491333008,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1989,72.8478393554688,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1988,72.938606262207,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1987,71.0572814941406,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1986,70.7264633178711,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1985,69.2256698608398,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1984,67.6734085083008,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1983,68.1065292358398,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1982,68.1186065673828,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1981,68.4541778564453,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1980,70.8260726928711,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1979,67.6087265014648,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1978,66.2429275512695,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1977,64.8523712158203,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1976,64.453987121582,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1975,62.3409996032715,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1974,55.4127197265625,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1973,56.6410217285156,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1972,56.1889495849609,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1971,55.0881881713867,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Caribbean small states,CSS,1970,55.0363807678223,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,2020,102.455490112305,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,2019,100.532402038574,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,2018,101.311851501465,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,2017,101.419036865234,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,2016,100.94799041748,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,2015,101.261962890625,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,2014,101.427467346191,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,2013,101.932312011719,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,2012,96.6872634887695,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,2011,96.4838714599609,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,2010,96.2120132446289,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,2009,95.5863723754883,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,2008,95.4542007446289,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,2007,94.5846405029297,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,2006,93.981086730957,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,2005,93.8772964477539,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,2004,92.9205093383789,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,2003,95.2890777587891,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,2002,94.9580001831055,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,2001,93.4594573974609,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,2000,91.7644882202148,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,1999,90.6077575683594,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,1998,89.2590179443359,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,1997,89.8973388671875,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,1996,89.2961273193359,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,1995,88.4184036254883,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,1994,88.3879776000977,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,1993,88.0839996337891,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,1992,87.1890563964844,Gross
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Central Europe and the Baltics,CEB,1991,89.0947418212891,Gross
